Key;Item.Type;Publication.Year;Author;Title;Publication.Title;ISBN;ISSN;DOI;Url;Abstract.Note;Date;Date.Added;Date.Modified;Access.Date;Pages;Num.Pages;Issue;Volume;Number.Of.Volumes;Journal.Abbreviation;Short.Title;Series;Series.Number;Series.Text;Series.Title;Publisher;Place;Language;Rights;Type;Archive;Archive.Location;Library.Catalog;Call.Number;Extra;Notes;File.Attachments;Link.Attachments;Manual.Tags;Automatic.Tags;Editor;Series.Editor;Translator;Contributor;Attorney.Agent;Book.Author;Cast.Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed.Author;Scriptwriter;Words.By;Guest;Number;Edition;Running.Time;Scale;Medium;Artwork.Size;Filing.Date;Application.Number;Assignee;Issuing.Authority;Country;Meeting.Name;Conference.Name;Court;References;Reporter;Legal.Status;Priority.Numbers;Programming.Language;Version;System;Code;Code.Number;Section;Session;Committee;History;Legislative.Body
PNA7RUIS;journalArticle;2024;"Pang, Yuwen; Räsänen, Aleksi; Wolff, Franziska; Tahvanainen, Teemu; Männikkö, Milja; Aurela, Mika; Korpelainen, Pasi; Kumpula, Timo; Virtanen, Tarmo";Comparing multispectral and hyperspectral UAV data for detecting peatland vegetation patterns;International Journal of Applied Earth Observation and Geoinformation;NA;15698432;10.1016/j.jag.2024.104043;https://linkinghub.elsevier.com/retrieve/pii/S1569843224003972;;2024-08;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;104043;NA;;132;NA;International Journal of Applied Earth Observation and Geoinformation;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\DAYWUI5Q\Pang et al. - 2024 - Comparing multispectral and hyperspectral UAV data.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SQMZ3GKV;journalArticle;2022;"Qian, Dawen; Li, Qian; Fan, Bo; Guo, Xiaowei; Du, Yangong; Cao, Guangmin";Landscape pattern changes across alpine shrub meadows gradient in warm-season pastures on the Qinghai-Tibet Plateau;Ecological Complexity;NA;1476945X;10.1016/j.ecocom.2022.100979;https://linkinghub.elsevier.com/retrieve/pii/S1476945X22000010;;2022-03;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;100979;NA;;49;NA;Ecological Complexity;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\A34XIGF9\Qian et al. - 2022 - Landscape pattern changes across alpine shrub mead.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NNFDTQIL;journalArticle;2023;"Wu, Songjun; Tetzlaff, Doerthe; Daempfling, Hauke; Soulsby, Chris";"Improved understanding of vegetation dynamics and wetland ecohydrology via monthly <span style=""font-variant:small-caps;"">UAV</span> ‐based classification";Hydrological Processes;NA;0885-6087, 1099-1085;10.1002/hyp.14988;https://onlinelibrary.wiley.com/doi/10.1002/hyp.14988;Abstract             Vegetation classification is an essential prerequisite for understanding vegetation‐water relations at a range of spatial scales. However, in site‐specific applications, such classifications were mostly based on a single Unmanned Aerial Vehicle (UAV) flight, which can be challenging in grasslands and/or herbaceous‐dominated systems, as those communities are small in size and highly mixed. Here, we conducted monthly UAV flights for two years in a riparian wetland in Germany, with acquired imagery used for vegetation classification on a monthly basis under different strategies (with or without auxiliary information from other flights) to increase understanding in ecohydrology. The results show that multi‐flight‐based classification outperformed single‐flight‐based classification due to the higher classification accuracy. Moreover, improved sensitivity of temporal changes in community distribution highlights the benefits of multi‐flight‐based classification ‐ providing a more comprehensive picture of community evolution. From reference to the monthly community distribution, we argue that a combination of two or three flights in early‐ and late‐summer is enough to achieve comparable results to monthly flights, while mid‐summer would be a better timing in case only one flight is scheduled. With such detailed vegetation mapping, we further interpreted the complex spatio‐temporal heterogeneity in NDVI and explored the dominant areas and developmental progress of each community. Impacts from management (mowing events) were also evaluated based on the different responses between communities in two years. Finally, we explored how such vegetation mapping could help understand landscape ecohydrology, and found that the spatio‐temporal distribution of minimal soil moisture was related to NDVI peaks of local community, while grass distribution was explained by both topography and low moisture conditions. Such bi‐directional relationships proved that apart from contributing to an evidence base for wetland management, multi‐flight UAV vegetation mapping could also provide fundamental insights into the ecohydrology of wetlands.;2023-09;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;e14988;NA;9;37;NA;Hydrological Processes;"Improved understanding of vegetation dynamics and wetland ecohydrology via monthly <span style=""font-variant";;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\R66P59EF\Wu et al. - 2023 - Improved understanding of vegetation dynamics and .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
WBY9N9TT;journalArticle;2024;"Bazzo, Clara Oliva Gonçalves; Kamali, Bahareh; dos Santos Vianna, Murilo; Behrend, Dominik; Hueging, Hubert; Schleip, Inga; Mosebach, Paul; Haub, Almut; Behrendt, Axel; Gaiser, Thomas";Integration of UAV-sensed features using machine learning methods to assess species richness in wet grassland ecosystems;Ecological Informatics;NA;15749541;10.1016/j.ecoinf.2024.102813;https://linkinghub.elsevier.com/retrieve/pii/S1574954124003558;;2024-11;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;102813;NA;;83;NA;Ecological Informatics;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\FG45RF94\Bazzo et al. - 2024 - Integration of UAV-sensed features using machine l.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BJYIM7YX;journalArticle;2023;"Wang, Shengli; Bi, Yuge; Du, Jianmin; Zhang, Tao; Gao, Xinchao; Jin, Erdmt";The Unmanned Aerial Vehicle (UAV)-Based Hyperspectral Classification of Desert Grassland Plants in Inner Mongolia, China;Applied Sciences;NA;2076-3417;10.3390/app132212245;https://www.mdpi.com/2076-3417/13/22/12245;In recent years, grassland ecosystems have faced increasingly severe desertification, which has caused continuous changes in the vegetation composition in grassland ecosystems. Therefore, effective research on grassland plant taxa is crucial to exploring the process of grassland desertification. This study proposed a solution by constructing a UAV hyperspectral remote sensing system to collect the hyperspectral data of various species in desert grasslands. This approach overcomes the limitations of traditional grassland survey methods such as a low efficiency and insufficient spatial resolution. A streamlined 2D-CNN model with different feature enhancement modules was constructed, and an improved depth-separable convolution approach was used to classify the desert grassland plants. The model was compared with existing hyperspectral classification models, such as ResNet34 and DenseNet121, under the preprocessing condition of data downscaling by combining the variance and F-norm2. The results showed that the model outperformed the other models in terms of the overall classification accuracy, kappa coefficient, and memory occupied, achieving 99.216%, 98.735%, and 16.3 MB, respectively. This model could effectively classify desert grassland species. This method provides a new approach for monitoring grassland ecosystem degradation.;11.11.2023;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;12245;NA;22;13;NA;Applied Sciences;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\IJQFMBTX\Wang et al. - 2023 - The Unmanned Aerial Vehicle (UAV)-Based Hyperspect.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7TBQH5W5;journalArticle;2024;"Ogungbuyi, Michael Gbenga; Mohammed, Caroline; Fischer, Andrew M.; Turner, Darren; Whitehead, Jason; Harrison, Matthew Tom";Integration of Drone and Satellite Imagery Improves Agricultural Management Agility;Remote Sensing;NA;2072-4292;10.3390/rs16244688;https://www.mdpi.com/2072-4292/16/24/4688;Effective agricultural management hinges upon timely decision-making. Here, we evaluated whether drone and satellite imagery could improve real-time and remote monitoring of pasture management. Using unmanned aerial systems (UAS), we quantified grassland biomass through changes in sward height pre- and post-grazing by sheep. As optical spectral data from Sentinel-2 satellite imagery is often hindered by cloud contamination, we assessed whether machine learning could help improve the accuracy of pasture biomass prognostics. The calibration of UAS biomass using field measurements from sward height change through 3D photogrammetry resulted in an improved regression (R2 = 0.75, RMSE = 1240 kg DM/ha, and MAE = 980 kg DM/ha) compared with using the same field measurements with random forest-machine learning and Sentinel-2 imagery (R2 = 0.56, RMSE = 2140 kg DM/ha, and MAE = 1585 kg DM/ha). The standard error of the mean (SEM) for the field biomass, derived from UAS-measured sward height changes, was 1240 kg DM/ha. When UAS data were integrated with the Sentinel-2-random forest model, SEM reduced from 1642 kg DM/ha to 1473 kg DM/ha, demonstrating that integration of UAS data improved model accuracy. We show that modelled biomass from 3D photogrammetry has significantly higher accuracy than that predicted from Sentinel-2 imagery with random forest modelling (S2-RF). Our study demonstrates that timely, accurate quantification of pasture biomass is conducive to improved decision-making agility, and that coupling of UAS with satellite imagery may improve the accuracy and timeliness of agricultural biomass prognostics.;16.12.2024;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;4688;NA;24;16;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\9KLPN2VW\Ogungbuyi et al. - 2024 - Integration of Drone and Satellite Imagery Improve.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4VY97PVZ;journalArticle;2024;"Langhammer, Jakub; Lendzioch, Theodora; Vlček, Lukáš";Montane peatland response to drought: Evidence from multispectral and thermal UAS monitoring;Ecological Indicators;NA;1470160X;10.1016/j.ecolind.2024.112587;https://linkinghub.elsevier.com/retrieve/pii/S1470160X24010446;;2024-10;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;112587;NA;;167;NA;Ecological Indicators;Montane peatland response to drought;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\JBPATXHL\Langhammer et al. - 2024 - Montane peatland response to drought Evidence fro.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CVN86F9Y;journalArticle;2024;"Chen, Ang; Xu, Cong; Zhang, Min; Guo, Jian; Xing, Xiaoyu; Yang, Dong; Xu, Bin; Yang, Xiuchun";Cross-scale mapping of above-ground biomass and shrub dominance by integrating UAV and satellite data in temperate grassland;Remote Sensing of Environment;NA;344257;10.1016/j.rse.2024.114024;https://linkinghub.elsevier.com/retrieve/pii/S003442572400035X;;2024-04;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;114024;NA;;304;NA;Remote Sensing of Environment;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\PYTSK9WZ\Chen et al. - 2024 - Cross-scale mapping of above-ground biomass and sh.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ZNWI2843;journalArticle;2025;"Zheng, Bo; Shi, Yishao; Wang, Qian; Zheng, Jianwen; Lu, Jue";Fine Classification of Vegetation Under Complex Surface Cover Conditions with Hyperspectral and High-Spatial Resolution: A Case Study of the Xisha Area, Chongming District, Shanghai;Journal of the Indian Society of Remote Sensing;NA;0255-660X, 0974-3006;10.1007/s12524-025-02153-8;https://link.springer.com/10.1007/s12524-025-02153-8;Abstract                            Since both diversity and similarity exist among different vegetation types and since differences and similarities are reflected mainly in geometric morphology and in physical and chemical characteristics, the feedback signals of remote sensors can exhibit both similarities and differences. In vegetation remote sensing, the phenomenon of foreign bodies within the same spectrum is likely to occur. The complex mixed environment of land and water, which is a combination of cultivated land, wetland, woodland, and grassland areas, leads to the occurrence of such problems. In this case, relying on data with a high spatial resolution or high spectral resolution alone cannot effectively improve the accuracy of vegetation classification. Both hyperspectral and high spatial resolutions (H               2               , with both nanometre spectral resolution and submeter spatial resolution) can ensure that both morphological and spectral characteristics are considered when improving vegetation classification accuracy. In this paper, the Xisha wetland in Chongming and the surrounding cultivated land and forestland areas comprise the experimental area. H               2               images with both high spatial and high spectral resolutions were collected using an unmanned aerial vehicle platform. Forty-five plant cover types (and 10 non-vegetation features) were classified according to the spectral features of ground objects. The overall classification accuracy reached 97.86%, and the kappa coefficient reached 0.9725.;2025-05;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;1615-1626;NA;5;53;NA;J Indian Soc Remote Sens;Fine Classification of Vegetation Under Complex Surface Cover Conditions with Hyperspectral and High-Spatial Resolution;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\PYQ9DCG7\Zheng et al. - 2025 - Fine Classification of Vegetation Under Complex Su.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AB2NSDIJ;journalArticle;2021;"Yang, Hongyan; Du, Jianmin";Classification of desert steppe species based on unmanned aerial vehicle hyperspectral remote sensing and continuum removal vegetation indices;Optik;NA;304026;10.1016/j.ijleo.2021.167877;https://linkinghub.elsevier.com/retrieve/pii/S003040262101456X;;2021-12;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;167877;NA;;247;NA;Optik;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\2JGSJSBS\Yang und Du - 2021 - Classification of desert steppe species based on u.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
JAQGQ6CJ;journalArticle;2019;"Harvey, Mark C.; Hare, Danielle K.; Hackman, Alex; Davenport, Glorianna; Haynes, Adam B.; Helton, Ashley; Lane, John W.; Briggs, Martin A.";Evaluation of Stream and Wetland Restoration Using UAS-Based Thermal Infrared Mapping;Water;NA;2073-4441;10.3390/w11081568;https://www.mdpi.com/2073-4441/11/8/1568;"Large-scale wetland restoration often focuses on repairing the hydrologic connections degraded by anthropogenic modifications. Of these hydrologic connections, groundwater discharge is an important target, as these surface water ecosystem control points are important for thermal stability, among other ecosystem services. However, evaluating the effectiveness of the restoration activities on establishing groundwater discharge connection is often difficult over large areas and inaccessible terrain. Unoccupied aircraft systems (UAS) are now routinely used for collecting aerial imagery and creating digital surface models (DSM). Lightweight thermal infrared (TIR) sensors provide another payload option for generation of sub-meter-resolution aerial TIR orthophotos. This technology allows for the rapid and safe survey of groundwater discharge areas. Aerial TIR water-surface data were collected in March 2019 at Tidmarsh Farms, a former commercial cranberry peatland located in coastal Massachusetts, USA (41°54′17″ N 70°34′17″ W), where stream and wetland restoration actions were completed in 2016. Here, we present a 0.4 km2 georeferenced, temperature-calibrated TIR orthophoto of the area. The image represents a mosaic of nearly 900 TIR images captured by UAS in a single morning with a total flight time of 36 min and is supported by a DSM derived from UAS-visible imagery. The survey was conducted in winter to maximize temperature contrast between relatively warm groundwater and colder ambient surface environment; lower-density groundwater rises above cool surface waters and thus can be imaged by a UAS. The resulting TIR orthomosaic shows fine detail of seepage distribution and downstream influence along the several restored channel forms, which was an objective of the ecological restoration design. The restored stream channel has increased connectivity to peatland groundwater discharge, reducing the ecosystem thermal stressors. Such aerial techniques can be used to guide ecological restoration design and assess post-restoration outcomes, especially in settings where ecosystem structure and function is governed by groundwater and surface water interaction.";29.07.2019;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;1568;NA;8;11;NA;Water;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\VSG9GWR7\Harvey et al. - 2019 - Evaluation of Stream and Wetland Restoration Using.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
